timestamp_ms,x,y,z
1779258992324,0.5000,0.1000,9.6000
1779258992340,0.5000,0.1000,9.7000
1779258992357,0.5000,0.1000,9.7000
1779258992374,0.5000,0.1000,9.6000
1779258992390,0.4000,0.1000,9.6000
1779258992407,0.4000,0.1000,9.7000
1779258992424,0.4000,0.1000,9.7000
1779258992440,0.4000,0.1000,9.6000
1779258992457,0.4000,0.1000,9.8000
1779258992474,0.4000,0.1000,9.7000
1779258992490,0.4000,0.1000,9.7000
1779258992507,0.4000,0.1000,9.7000
1779258992524,0.4000,0.1000,9.7000
1779258992540,0.4000,0.1000,9.7000
1779258992557,0.4000,0.1000,9.7000
1779258992574,0.3000,0.1000,9.7000
1779258992590,0.3000,0.1000,9.7000
1779258992607,0.3000,0.1000,9.8000
1779258992624,0.3000,0.1000,9.7000
1779258992640,0.3000,0.1000,9.7000
1779258992657,0.3000,0.1000,9.7000
1779258992674,0.3000,0.1000,9.7000
1779258992690,0.2000,0.1000,9.7000
1779258992708,0.2000,0.1000,9.8000
1779258992724,0.2000,0.1000,9.8000
1779258992741,0.2000,0.1000,9.8000
1779258992757,0.2000,0.1000,9.8000
1779258992774,0.2000,0.1000,9.8000
1779258992790,0.2000,0.1000,9.8000
1779258992807,0.2000,0.1000,9.9000
1779258992824,0.1000,0.1000,9.8000
1779258992840,0.1000,0,9.9000
1779258992857,0.1000,0.1000,9.9000
1779258992873,0.1000,0.1000,9.9000
1779258992890,0.1000,0.1000,10.0000
1779258992907,0.1000,0,10.1000
1779258992924,0.1000,0,10.0000
1779258992940,0.1000,0,10.1000
1779258992958,0,0,6.3000
1779258992973,0.4000,0.3000,17.7000
1779258992990,0.4000,0.3000,17.7000
1779258993007,0.2000,-0.1000,9.1000
1779258993024,0,0.1000,9.0000
1779258993040,0,0,10.8000
1779258993057,0.1000,0.1000,10.3000
1779258993073,0,0,10.2000
1779258993090,0,0.1000,10.2000
1779258993107,0,0,9.9000
1779258993123,0,0.1000,10.7000
1779258993140,0,0,9.8000
1779258993157,0,0.1000,9.9000
1779258993174,0,0,9.5000
1779258993190,0,0,9.5000
1779258993207,0,0.1000,10.4000
1779258993223,0,0.1000,9.9000
1779258993240,0,0.1000,10.1000
1779258993257,0,0.1000,10.1000
1779258993273,0.1000,0.1000,10.3000
1779258993290,0.1000,0.1000,10.6000
1779258993307,0.1000,0.1000,10.6000
1779258993323,0,0.1000,9.7000
1779258993340,0,0.1000,10.5000
1779258993357,0.1000,0.1000,9.9000
1779258993374,0.1000,0.1000,9.8000
1779258993390,0,0.1000,10.2000
1779258993407,0.1000,0.1000,9.6000
1779258993424,0.1000,0.1000,10.3000
1779258993440,0.1000,0.1000,10.1000
1779258993457,0.1000,0.1000,10.0000
1779258993473,0.1000,0.1000,10.2000
1779258993490,0.2000,0.1000,9.6000
1779258993507,0.2000,0.1000,9.6000
1779258993523,0.1000,0.1000,11.0000
1779258993540,0,0.1000,9.2000
1779258993557,0.3000,0.1000,10.0000
1779258993573,0,0.1000,10.5000
1779258993590,0.1000,0,9.2000
1779258993607,0.1000,0.1000,10.9000
1779258993624,0.2000,0.1000,9.8000
1779258993641,0.1000,0.1000,9.8000
1779258993657,0.2000,0.1000,10.6000
1779258993674,0.2000,0.1000,9.9000
1779258993690,0.1000,0.1000,10.2000
1779258993707,0.1000,0.1000,10.2000
1779258993724,0.1000,0.1000,9.9000
1779258993740,0.2000,0.1000,10.2000
1779258993757,0.1000,0.1000,9.9000
1779258993774,0.1000,0.1000,10.0000
1779258993790,0.2000,0.1000,10.2000
1779258993807,0.1000,0.1000,9.9000
1779258993823,0.2000,0.1000,10.2000
1779258993840,0.2000,0.1000,10.1000
1779258993857,0.2000,0.1000,9.7000
1779258993874,0.2000,0.1000,10.2000
1779258993891,0.2000,0.1000,9.6000
1779258993907,0.2000,0.1000,9.6000
1779258993924,0.2000,0.1000,10.1000
1779258993940,0.2000,0.1000,9.6000
1779258993957,0.2000,0.1000,9.9000
1779258993974,0.3000,0.1000,10.1000
1779258993990,0.3000,0.1000,9.6000
1779258994007,0.3000,0.1000,10.1000
1779258994023,0.3000,0.1000,9.8000
1779258994040,0.3000,0.1000,9.8000
1779258994057,0.3000,0.1000,9.9000
1779258994074,0.3000,0.1000,9.8000
1779258994090,0.3000,0.1000,9.4000
1779258994107,0.3000,0.1000,9.4000
1779258994123,0.3000,0.1000,9.7000
1779258994140,0.4000,0.1000,9.5000
1779258994157,0.4000,0.1000,10.1000
1779258994173,0.4000,0.1000,9.8000
1779258994190,0.4000,0.1000,9.4000
1779258994207,0.4000,0.1000,9.8000
1779258994224,0.5000,0.1000,9.7000
1779258994240,0.5000,0.1000,9.8000
1779258994257,0.5000,0.1000,9.9000
1779258994273,0.5000,0.1000,9.8000
1779258994290,0.5000,0.1000,9.8000
1779258994307,0.5000,0.1000,9.8000
1779258994323,0.5000,0.1000,9.8000
1779258994340,0.5000,0.1000,9.8000
1779258994357,0.5000,0.1000,10.0000
1779258994373,0.6000,0.1000,9.9000
1779258994390,0.6000,0.1000,9.8000
1779258994407,0.6000,0.1000,9.9000
1779258994424,0.6000,0.2000,9.7000
1779258994440,0.6000,0.1000,9.8000
1779258994457,0.7000,0.1000,9.8000
1779258994473,0.7000,0.1000,9.7000
1779258994490,0.7000,0.1000,9.7000
1779258994507,0.7000,0.2000,9.8000
1779258994523,0.7000,0.2000,9.6000
1779258994540,0.7000,0.2000,9.7000
1779258994557,0.7000,0.1000,9.7000
1779258994574,0.7000,0.1000,9.6000
1779258994590,0.8000,0.1000,9.6000
1779258994607,0.7000,0.2000,9.4000
1779258994624,0.7000,0.2000,9.4000
1779258994640,0.7000,0.2000,9.5000
1779258994657,0.8000,0.2000,9.3000
1779258994673,0.7000,0.2000,10.0000
1779258994690,0.7000,0.2000,9.5000
1779258994707,0.8000,0.2000,9.3000
1779258994723,0.7000,0.2000,9.5000
1779258994740,0.7000,0.2000,9.4000
1779258994757,0.7000,0.2000,10.1000
1779258994773,0.7000,0.1000,9.5000
1779258994792,0.7000,0.2000,9.5000
1779258994807,0.7000,0.1000,9.6000
1779258994824,0.7000,0.1000,9.6000
1779258994842,0.7000,0.1000,9.9000
1779258994857,0.7000,0.1000,9.9000
1779258994875,0.7000,0.1000,9.6000
1779258994890,0.7000,0.1000,9.8000
1779258994907,0.6000,0.1000,10.0000
1779258994923,0.6000,0.1000,9.8000
1779258994940,0.6000,0.1000,10.0000
1779258994957,0.6000,0.1000,9.6000
1779258994973,0.6000,0.1000,9.8000
1779258994990,0.6000,0.1000,9.9000
1779258995007,0.6000,0.1000,9.8000
1779258995023,0.6000,0.1000,9.8000
1779258995040,0.6000,0.1000,9.7000
1779258995057,0.6000,0.1000,9.7000
1779258995073,0.6000,0.1000,9.8000
1779258995090,0.6000,0.1000,9.8000
1779258995107,0.5000,0.1000,9.6000
1779258995123,0.5000,0.1000,9.8000
1779258995140,0.6000,0.1000,9.6000
1779258995157,0.5000,0.1000,9.7000
1779258995173,0.5000,0.1000,10.1000
1779258995190,0.5000,0.1000,9.6000
1779258995207,0.5000,0.1000,9.3000
1779258995223,0.5000,0.1000,10.4000
1779258995240,0.5000,0.1000,9.2000
1779258995258,0.5000,0.1000,10.3000
1779258995274,0.5000,0.1000,9.9000
1779258995290,0.5000,0.1000,9.4000
1779258995307,0.5000,0.1000,10.0000
1779258995323,0.4000,0.1000,9.7000
1779258995341,0.4000,0.1000,9.7000
1779258995357,0.4000,0.1000,9.9000
1779258995373,0.4000,0.1000,9.8000
1779258995390,0.4000,0.1000,9.8000
1779258995407,0.4000,0.1000,9.9000
1779258995425,0.4000,0.1000,9.8000
1779258995440,0.4000,0.1000,10.0000
1779258995457,0.3000,0.1000,9.7000
1779258995473,0.3000,0.1000,9.9000
1779258995490,0.3000,0.1000,10.0000
1779258995507,0.3000,0.1000,9.8000
1779258995524,0.3000,0.1000,10.0000
1779258995540,0.3000,0.1000,10.0000
1779258995557,0.3000,0.1000,10.0000
1779258995573,0.3000,0.1000,10.0000
1779258995590,0.2000,0.1000,9.8000
1779258995607,0.2000,0.1000,9.9000
1779258995624,0.2000,0.1000,10.1000
1779258995640,0.2000,0.1000,9.8000
1779258995657,0.2000,0.1000,10.2000
1779258995673,0.2000,0.1000,9.7000
1779258995690,0.2000,0.1000,9.8000
1779258995707,0.2000,0.1000,10.2000
1779258995723,0.1000,0.1000,9.9000
1779258995740,0.1000,0.1000,9.9000
1779258995757,0.1000,0.1000,9.8000
1779258995774,0.1000,0.1000,9.8000
1779258995790,0.1000,0.1000,9.7000
1779258995807,0.1000,0.1000,10.2000
1779258995824,0.1000,0.1000,9.7000
1779258995840,0.1000,0.1000,10.0000
1779258995857,0.1000,0.1000,10.0000
1779258995873,0.1000,0.1000,9.5000
1779258995890,0.1000,0.1000,9.9000
1779258995907,0,0.1000,9.9000
1779258995923,0.1000,0.1000,9.8000
1779258995940,0.1000,0.1000,9.6000
1779258995958,0,0.1000,9.9000
1779258995974,0,0.1000,9.7000
1779258995990,0,0.1000,9.8000
1779258996007,0,0.1000,9.9000
1779258996023,0,0.1000,9.9000
1779258996041,0,0.1000,9.9000
1779258996057,0,0.1000,9.9000
1779258996074,0,0.1000,9.8000
1779258996091,0,0.1000,9.8000
1779258996107,0,0.1000,9.8000
1779258996123,0,0.1000,9.9000
1779258996140,0,0.1000,9.9000
1779258996157,0,0.1000,9.8000
1779258996173,0,0.1000,9.9000
1779258996191,0,0.1000,9.9000
1779258996207,0,0.1000,9.8000
1779258996223,0,0.1000,9.9000
1779258996240,0,0.1000,9.8000
1779258996257,0.1000,0.1000,9.9000
1779258996274,0,0.1000,9.9000
1779258996290,0,0.1000,9.8000
1779258996307,0,0.1000,9.8000
1779258996324,0,0.1000,9.7000
1779258996340,0,0.1000,9.7000
1779258996357,0,0.1000,9.9000
1779258996373,0.1000,0.1000,9.8000
1779258996390,0,0.1000,9.5000
1779258996407,0.1000,0.1000,9.8000
1779258996423,0,0.1000,10.2000
1779258996440,0.1000,0.1000,9.7000
1779258996457,0.1000,0.1000,9.7000
1779258996473,0.1000,0.1000,9.3000
1779258996490,0.1000,0.1000,9.8000
1779258996507,0.1000,0.1000,9.9000
1779258996523,0.1000,0.1000,9.6000
1779258996540,0.1000,0.1000,9.9000
1779258996557,0.1000,0.1000,9.7000
1779258996573,0.1000,0.1000,9.9000
1779258996590,0.2000,0.1000,9.7000
1779258996607,0.2000,0.1000,9.6000
1779258996623,0.2000,0.1000,9.9000
1779258996640,0.2000,0.1000,9.9000
1779258996657,0.2000,0.1000,9.6000
1779258996674,0.2000,0.1000,9.9000
1779258996690,0.2000,0.2000,9.9000
1779258996707,0.2000,0.1000,9.7000
