timestamp_ms,accel_x,accel_y,accel_z
15243,4042,-97,-976
15263,4045,-98,-975
15283,4055,-90,-958
15303,4012,-119,-964
15323,4006,-113,-952
15343,4010,-110,-961
15363,4057,-105,-967
15383,4041,-120,-976
15403,4029,-115,-968
15423,4002,-110,-968
15443,3997,-117,-957
15463,4035,-106,-972
15483,4047,-105,-972
15503,4046,-112,-967
15523,4030,-107,-968
15543,4006,-117,-956
15563,4018,-111,-948
15583,4030,-108,-971
15603,4046,-99,-966
15623,4053,-113,-967
15643,4027,-118,-978
15663,4004,-125,-959
15683,4021,-111,-945
15703,4047,-105,-972
15723,4048,-97,-971
15743,4041,-116,-974
15763,4021,-130,-959
15783,4007,-127,-949
15803,4017,-111,-965
15823,4062,-103,-964
15843,4047,-111,-967
15863,4032,-110,-965
15883,4003,-130,-950
15903,4005,-121,-946
15923,4023,-95,-953
15943,4056,-103,-957
15963,4045,-100,-973
15983,4030,-113,-970
16003,3999,-128,-948
16023,3998,-119,-948
16043,4039,-101,-957
16063,4051,-102,-961
16083,4057,-107,-960
16103,4022,-120,-958
16123,4003,-116,-951
16143,4025,-116,-956
16163,4031,-103,-964
16183,4049,-100,-962
16203,4061,-105,-961
16223,4024,-126,-950
16243,3998,-128,-944
16263,4020,-107,-962
16283,4046,-97,-958
16303,4059,-100,-977
16323,4042,-113,-963
16343,4024,-124,-957
16363,4023,-120,-950
16383,4021,-111,-942
16403,4053,-102,-970
16423,4067,-125,-966
16443,4023,-129,-959
16463,4019,-119,-952
16483,4009,-110,-951
16503,4015,-114,-955
16523,4037,-100,-962
16543,4045,-110,-954
16563,4019,-124,-945
16583,4006,-117,-952
16603,4024,-121,-952
16623,4021,-104,-946
16643,4051,-103,-965
16663,4053,-115,-978
16683,4013,-117,-949
16703,4001,-131,-942
16723,4023,-114,-938
16743,4046,-100,-957
16763,4053,-104,-953
16783,4056,-125,-966
16803,4008,-120,-941
16823,4008,-129,-944
16843,4013,-117,-963
16863,4072,-104,-950
16883,4060,-104,-939
16903,4029,-120,-964
16923,4010,-120,-954
16943,4009,-118,-952
16963,4026,-109,-958
16983,4056,-110,-974
17003,4069,-98,-971
17023,4026,-115,-961
17043,3996,-129,-947
17063,3995,-117,-930
17083,4027,-104,-948
17103,4049,-98,-955
17123,4059,-113,-952
17143,4027,-129,-955
17163,4007,-128,-942
17183,4007,-115,-938
17203,4034,-101,-953
17223,4051,-108,-959
17243,4037,-123,-961
17263,4036,-123,-949
17283,4015,-122,-938
17303,4011,-121,-952
17323,4050,-106,-936
17343,4062,-108,-976
17363,4039,-124,-956
17383,4042,-124,-938
17403,4008,-127,-940
17423,4037,-114,-946
17443,4058,-103,-958
17503,4048,-104,-966
17504,3994,-131,-929
17504,3994,-131,-929
17523,4020,-113,-941
17543,4039,-116,-946
17563,4060,-95,-956
17583,4053,-105,-953
17603,4023,-118,-960
17623,4019,-139,-933
17643,4022,-124,-941
17663,4044,-109,-948
17683,4060,-103,-948
17703,4047,-108,-951
17727,4011,-114,-931
17743,4009,-116,-934
17763,4018,-110,-951
17783,4062,-109,-947
17803,4053,-99,-963
17823,4039,-109,-960
17843,4008,-123,-930
17863,4014,-117,-936
17883,4028,-108,-941
17903,4058,-103,-951
17923,4057,-119,-956
17943,4044,-123,-957
17963,4013,-127,-942
17983,3992,-125,-948
18003,4026,-110,-950
18023,4053,-101,-947
18043,4075,-101,-951
18063,4042,-116,-954
18083,4008,-134,-932
18103,4016,-119,-949
