timestamp_ms,x,y,z
1779258256815,0.1000,-0.1000,10.3000
1779258256832,0.1000,-0.1000,9.8000
1779258256849,0.1000,0,9.4000
1779258256865,0,0,9.6000
1779258256882,0.1000,-0.1000,10.0000
1779258256898,0.1000,-0.1000,10.1000
1779258256915,0.1000,-0.1000,9.7000
1779258256932,0.1000,-0.1000,9.7000
1779258256948,0,-0.1000,9.8000
1779258256965,0,-0.1000,10.0000
1779258256982,0,-0.1000,10.1000
1779258256998,0,-0.1000,9.9000
1779258257015,0,-0.1000,9.7000
1779258257032,0,-0.1000,9.9000
1779258257049,0,-0.1000,9.9000
1779258257065,0,-0.1000,10.0000
1779258257082,0,0,9.9000
1779258257098,0,0,9.8000
1779258257115,0.1000,-0.1000,9.7000
1779258257132,0,-0.1000,9.9000
1779258257148,0,-0.1000,9.9000
1779258257165,0,-0.1000,9.8000
1779258257183,0,0,9.7000
1779258257198,0,-0.1000,9.8000
1779258257215,0,-0.1000,9.8000
1779258257232,0,0,9.8000
1779258257249,0,0,9.8000
1779258257265,0,0,9.8000
1779258257282,0,-0.1000,9.9000
1779258257302,0,-0.1000,9.9000
1779258257315,0,0,9.9000
1779258257332,0,-0.1000,9.8000
1779258257349,0,-0.1000,9.9000
1779258257365,0,0,9.9000
1779258257382,0,-0.1000,9.9000
1779258257399,0,0,9.9000
1779258257416,0,0,9.9000
1779258257433,0,-0.1000,9.9000
1779258257449,0,-0.1000,9.9000
1779258257465,0,0,9.9000
1779258257482,0,0,9.9000
1779258257498,0,0,9.8000
1779258257515,0,0,9.8000
1779258257532,0,-0.1000,9.9000
1779258257548,0,-0.1000,9.8000
1779258257565,0,-0.1000,9.8000
1779258257582,0,-0.1000,9.8000
1779258257598,0,-0.1000,9.8000
1779258257615,0,0,9.9000
1779258257632,0,0,9.8000
1779258257648,0,0,9.8000
1779258257665,0,-0.1000,9.8000
1779258257682,0,0,9.9000
1779258257698,0,0,9.8000
1779258257716,0,0,9.9000
1779258257732,0,0,9.9000
1779258257748,0,0,9.9000
1779258257765,0,-0.1000,9.9000
1779258257782,0,0,9.8000
1779258257801,0,0,9.8000
1779258257815,0,0,9.9000
1779258257832,0,0,10.1000
1779258257848,0,0,10.1000
1779258257865,0.1000,-0.1000,9.8000
1779258257882,0,0,9.8000
1779258257898,0.1000,0,9.9000
1779258257915,0,0,10.0000
1779258257932,0,0,9.8000
1779258257948,0,0,10.0000
1779258257965,0,0,10.0000
1779258257982,0,0,9.9000
1779258257998,0,0,9.8000
1779258258015,0,0,9.8000
